Customer_id,answered,age,Gender,children,distance,pets
61180,1,2,1,1,2,1
89650,1,3,1,1,2,1
90830,1,2,1,1,2,1
128930,1,2,0,1,2,1
145450,1,2,0,1,2,1
160620,1,2,1,1,2,1
190650,1,2,1,1,2,1
15330,1,2,0,1,2,1
17020,1,1,1,1,2,1
131120,1,2,1,1,2,1
159690,1,2,1,1,2,1
44270,1,2,1,1,2,1
107010,1,2,1,1,2,1
105870,1,1,1,1,2,1
6710,1,1,0,1,1,1
60450,1,2,1,1,1,1
149870,1,2,1,1,1,1
166370,1,2,1,1,2,1
12140,1,2,1,1,2,1
29980,1,2,1,1,2,1
46270,1,2,1,1,2,1
99400,1,2,0,1,2,1
108310,1,2,1,1,2,1
115280,1,3,1,1,2,1
115700,1,3,1,1,2,1
117460,1,1,1,1,2,1
118520,1,2,1,1,2,1
123780,1,2,1,1,2,1
152180,1,2,1,1,3,1
152350,1,2,1,1,3,1
152910,1,1,0,1,3,1
213240,1,2,0,1,3,1
221620,1,2,1,1,2,1
224120,1,1,1,1,2,1
17140,1,2,0,1,2,1
100860,1,2,1,1,2,1
110730,1,2,1,1,2,1
215470,1,2,1,1,2,1
8170,1,3,1,1,2,1
9630,1,2,1,1,2,1
110310,1,2,0,1,2,1
114270,1,2,0,1,2,1
116610,1,2,1,1,2,1
72530,1,2,1,1,2,1
106910,1,2,0,1,2,1
146530,1,1,1,1,2,1
162210,1,2,1,1,2,1
28620,1,2,1,1,2,1
105970,1,2,1,1,2,1
130800,1,2,1,1,2,1
130880,1,1,1,1,2,1
9290,1,1,0,1,1,1
12240,1,2,1,1,1,1
14800,1,2,1,1,1,1
16290,1,2,1,1,2,1
52100,1,2,1,1,2,1
54400,1,2,1,1,2,1
71950,1,2,1,1,2,1
96840,1,2,0,1,2,1
115870,1,2,1,1,2,1
130760,1,3,1,1,2,1
144970,1,3,1,1,2,1
148970,1,1,1,1,2,1
151690,1,2,1,1,2,1
164400,1,2,1,1,2,1
168200,1,2,1,1,3,1
14570,1,2,1,1,3,1
34240,1,1,0,1,3,1
46830,1,2,0,1,3,1
95350,1,2,1,1,2,1
212850,1,1,1,1,2,1
7490,1,2,0,1,2,1
88950,1,2,1,1,2,1
102170,1,2,1,1,2,1
117170,1,2,1,1,2,1
131450,1,3,1,1,2,1
106050,1,2,1,1,2,1
6870,1,2,0,1,2,0
135690,1,2,0,1,2,0
14590,1,2,1,1,2,0
99020,1,2,1,1,2,1
119180,1,2,0,1,2,0
181520,1,1,1,1,2,0
67440,1,2,1,1,2,0
127100,1,2,1,1,2,0
133230,1,2,1,1,2,1
71350,1,2,1,1,2,0
156820,1,1,1,1,2,1
11250,1,1,0,1,1,0
12940,1,2,1,1,1,0
44490,1,2,1,1,1,1
47150,1,2,1,1,2,0
49230,1,2,1,1,2,0
57000,1,2,1,1,2,0
58080,1,2,1,1,2,1
64300,1,2,0,1,2,0
69640,1,2,1,1,2,1
103350,1,3,1,1,2,0
135910,1,3,1,1,2,0
152650,1,1,1,1,2,1
164850,1,2,1,1,2,0
197220,1,2,1,1,2,1
203910,1,2,1,1,3,0
210080,1,2,1,1,3,0
214680,1,1,0,1,3,0
262640,1,2,0,1,3,1
112450,1,2,1,1,2,0
129440,1,1,1,1,2,0
11620,1,2,0,1,2,1
8560,1,2,1,1,2,0
26410,1,2,1,1,2,0
13680,1,2,1,1,2,0
48530,1,3,1,1,2,0
53070,1,2,1,1,2,1
105580,1,2,0,1,2,0
131130,1,2,0,1,2,0
94620,1,2,1,1,2,0
112890,1,2,1,1,2,1
218240,1,2,0,1,2,0
11730,1,1,1,1,2,0
55770,1,2,1,1,2,0
97510,1,2,1,1,2,0
192560,1,2,1,1,2,1
13440,1,2,1,1,2,0
89980,1,1,1,1,2,1
142620,1,1,0,1,1,0
226560,1,2,1,1,1,0
2570,1,2,1,1,1,1
7080,1,2,1,1,2,0
30610,1,2,1,1,2,1
60390,1,2,1,1,2,0
76130,1,2,1,1,2,1
76590,1,2,0,1,2,0
112070,1,2,1,1,2,1
116850,1,3,1,1,2,0
138270,1,3,1,1,2,0
142360,1,1,1,1,2,1
146960,1,2,1,1,2,0
147110,1,2,1,1,2,1
152370,1,2,1,1,3,0
167010,1,2,1,1,3,0
177410,1,1,0,1,3,0
230590,1,2,0,1,3,1
59940,1,2,1,1,2,0
63030,1,1,1,1,2,0
129800,1,2,0,1,2,1
142170,1,2,1,1,2,0
143950,1,2,1,1,2,0
16500,1,2,1,1,2,0
61350,1,3,1,1,2,0
65890,1,2,1,1,2,1
116030,1,2,0,1,2,0
130230,1,2,0,1,2,0
130890,1,2,1,1,2,0
259250,1,2,1,1,2,1
12440,1,2,0,1,2,0
41330,1,1,1,1,2,0
48620,1,2,1,1,2,0
63040,1,2,1,1,2,0
114360,1,2,1,1,2,1
198130,1,2,1,1,2,0
16620,1,1,1,1,2,1
67570,1,1,0,1,1,0
113090,1,2,1,1,1,0
139310,1,2,1,1,1,1
1710,1,2,1,1,2,0
4800,1,2,1,1,2,0
11660,1,2,1,1,2,0
11840,1,2,1,1,2,1
13690,1,2,0,1,2,0
25680,1,2,1,1,2,1
35100,1,3,1,1,2,0
47540,1,3,1,1,2,0
48120,1,1,1,1,2,1
48670,1,2,1,1,2,0
68140,1,2,1,1,2,1
68400,1,2,1,1,3,0
70060,1,2,1,1,3,0
83970,1,1,0,1,3,0
85500,1,2,0,1,3,1
87130,1,2,1,1,2,0
87440,1,1,1,1,2,0
90550,1,2,0,1,2,1
90680,1,2,1,1,2,0
91700,1,2,1,1,2,0
93140,1,2,1,1,2,0
96950,1,3,1,1,2,0
99330,1,2,1,1,2,1
101390,1,2,0,1,2,0
112250,1,2,0,1,2,0
118870,1,2,1,1,2,0
119310,1,2,1,1,2,1
122400,1,2,0,1,2,0
132330,1,1,1,1,2,0
133210,1,2,1,1,2,0
134350,1,2,1,1,2,0
141640,1,2,1,0,2,1
149580,1,2,1,1,2,0
150780,1,1,1,1,2,1
155910,1,1,0,1,1,0
164900,1,2,1,1,1,0
167090,1,2,1,1,1,1
187360,1,2,1,0,2,0
201660,1,2,1,1,2,0
206990,1,2,1,1,2,0
211280,1,2,1,1,2,1
222390,1,2,0,1,2,0
109150,1,2,1,0,2,1
18810,1,3,1,0,2,0
81710,1,3,1,1,2,0
168470,1,1,1,1,2,1
147170,1,2,1,1,2,0
35900,1,2,1,0,2,1
4490,1,2,1,1,3,0
13290,1,2,1,1,3,0
26310,1,1,0,1,3,0
64740,1,2,0,1,3,1
83340,1,2,1,0,2,0
83700,1,1,1,1,2,0
117490,1,2,0,1,2,1
156220,1,2,1,0,2,0
167850,1,2,1,0,2,0
189800,1,2,1,0,2,0
20570,1,3,1,0,2,0
99160,1,2,1,1,2,1
109370,1,2,0,0,2,0
124030,1,2,0,1,2,0
146050,1,2,1,1,2,0
21200,1,2,1,0,2,1
65640,1,2,0,1,2,0
116310,1,1,1,0,2,0
135290,1,2,1,1,2,0
153070,1,2,1,1,2,0
51200,1,2,1,0,2,1
88970,1,2,1,1,2,0
130030,1,1,1,1,2,1
132670,1,1,0,1,1,0
192810,1,2,1,1,1,0
9530,1,2,1,1,1,1
52530,1,2,1,0,2,0
97900,1,2,1,1,2,0
108770,1,2,1,1,2,0
152170,1,2,1,1,2,1
15600,1,2,0,1,2,0
90130,1,2,1,0,2,1
138690,1,3,1,0,2,0
11310,1,3,1,1,2,0
12840,1,1,1,1,2,1
13590,1,2,1,1,2,0
25250,1,2,1,0,2,1
46520,1,2,1,1,3,0
60670,1,2,1,1,3,0
69370,1,1,0,1,3,0
80220,1,2,0,1,3,1
91580,1,2,1,0,2,0
122470,1,1,1,1,2,0
139280,1,2,0,1,2,1
151910,1,2,1,0,2,0
152500,1,2,1,0,2,0
167320,1,2,1,0,2,0
181340,1,3,1,0,2,0
186210,1,2,1,1,2,1
192220,1,2,0,0,2,0
19010,1,2,0,1,2,0
100970,1,2,1,1,2,0
160910,1,2,1,0,2,1
58770,1,2,0,1,2,0
59120,1,1,1,0,2,0
100910,1,2,1,1,2,0
115440,1,1,1,1,1,1
130480,1,2,1,1,2,0
176240,1,3,1,0,2,1
10650,1,2,1,1,2,1
10720,1,1,1,1,2,1
34250,1,1,0,1,1,0
88530,1,2,1,1,3,0
21770,1,1,1,1,3,1
62840,1,3,0,0,2,0
63300,1,2,1,1,2,0
67670,1,1,1,1,2,0
76010,1,1,1,1,2,1
106280,1,2,0,1,3,0
188380,1,2,1,0,3,1
25270,1,3,1,0,2,0
117090,1,3,1,1,2,0
151810,1,1,1,1,2,1
193520,1,2,1,1,2,0
199520,1,2,1,0,2,1
71790,1,2,1,1,3,0
133000,1,2,1,1,3,0
161440,1,1,0,1,3,0
90960,1,1,1,1,3,1
108950,1,2,1,0,2,0
74660,1,3,1,1,2,0
13410,1,2,0,1,2,1
32880,1,1,1,0,2,0
48810,1,2,0,0,2,0
73040,1,3,1,0,3,0
124130,1,3,1,0,3,0
125610,1,2,1,1,3,1
134770,1,2,1,0,3,0
143220,1,2,1,1,2,1
143900,1,2,1,1,2,0
160850,1,2,1,0,2,1
187520,1,2,1,1,2,0
7720,1,1,1,0,2,0
11740,1,1,1,0,2,0
16270,1,2,1,1,2,0
17170,1,3,1,0,2,1
36150,1,2,1,1,2,1
42640,1,1,1,1,2,1
54600,1,1,1,1,1,0
77640,1,2,1,1,3,0
91990,1,1,1,1,3,1
97110,1,3,1,0,2,0
109340,1,2,1,1,2,0
111450,1,1,1,1,2,0
114970,1,1,1,1,2,1
115100,1,2,1,1,3,0
116230,1,2,1,0,3,1
119160,1,3,1,0,2,0
130130,1,3,1,1,2,0
138820,1,1,1,1,2,1
139020,1,2,1,1,2,0
141220,1,2,1,0,2,1
142780,1,2,1,1,3,0
146560,1,2,1,1,3,0
151520,1,1,1,1,3,0
151740,1,1,1,1,3,1
161370,1,2,1,0,2,0
166480,1,3,1,1,2,0
168690,1,2,1,1,2,1
182630,1,1,1,0,2,0
187280,1,2,1,0,2,0
204630,1,3,1,0,3,0
210700,1,3,1,0,3,0
223760,1,2,1,1,3,1
233580,1,2,1,0,3,0
251690,1,2,1,1,2,1
91220,1,2,1,1,2,0
92910,1,2,1,0,2,1
6850,1,2,1,1,2,0
56400,1,1,1,0,2,0
139950,1,1,1,0,2,0
168520,1,2,1,0,2,0
187070,1,3,1,0,3,0
9890,1,3,1,0,3,0
52860,1,2,1,1,3,1
94350,1,2,1,0,3,0
124460,1,2,1,1,2,1
131910,1,2,1,1,2,0
138550,1,2,1,0,2,1
150710,1,2,1,1,2,0
163210,1,1,1,0,2,0
169360,1,1,1,0,2,0
56310,1,2,1,1,2,0
56530,1,3,1,0,2,1
95220,1,2,1,1,2,1
122160,1,1,1,1,2,1
142240,1,1,1,1,1,0
9830,1,2,1,1,3,0
77850,1,1,1,1,3,1
99210,1,3,1,0,2,0
114790,1,2,1,1,2,0
151210,1,1,1,1,2,0
154150,1,1,1,1,2,1
164530,1,2,1,1,3,0
112960,1,2,1,0,3,1
146190,1,3,1,0,2,0
151710,1,3,1,1,2,0
119430,1,1,1,1,2,1
11080,1,2,1,1,2,0
12850,1,2,1,0,2,1
17970,1,2,1,1,3,0
48580,1,2,1,1,3,0
48960,1,1,1,1,3,0
107210,1,1,1,1,3,1
90,1,2,1,0,2,0
5560,1,3,1,1,2,0
58350,1,2,1,1,2,1
117000,1,1,1,0,2,0
148800,1,2,1,0,2,0
13200,1,3,1,0,3,0
480,1,3,1,0,3,0
5480,1,2,1,1,3,1
9510,1,2,1,0,3,0
19470,1,2,1,1,2,1
20030,1,2,1,1,2,0
23530,1,2,1,0,2,1
56420,1,2,1,1,2,0
59160,1,1,1,0,2,0
62520,1,1,1,0,2,0
65250,1,2,1,0,2,0
66810,1,3,1,0,3,0
81640,1,3,1,0,3,0
89270,1,2,1,1,3,1
100260,1,2,1,0,3,0
106720,1,2,1,1,2,1
108150,1,2,1,1,2,0
110530,1,2,1,0,2,1
114960,1,2,1,1,2,0
129500,1,1,1,0,2,0
132630,1,1,1,0,2,0
139090,1,2,1,1,2,0
139970,1,3,1,0,2,1
149410,1,2,1,1,2,1
167600,1,1,1,1,2,1
169080,1,1,1,1,1,0
171490,1,2,1,1,3,0
187540,1,1,1,1,3,1
213440,1,3,1,0,2,0
234400,1,2,1,1,2,0
261440,1,1,1,1,2,0
3610,1,1,1,1,2,1
27050,1,2,1,1,3,0
58050,1,2,1,0,3,1
63430,1,3,1,0,2,0
12250,1,3,1,1,2,0
58970,1,1,1,1,2,1
61660,1,2,1,1,2,0
110230,1,2,1,0,2,1
123680,1,2,1,1,3,0
130530,1,2,1,1,3,0
132180,1,1,1,1,3,0
144010,1,1,1,1,3,1
176320,1,2,1,0,2,0
186660,1,3,1,1,2,0
11610,1,2,1,1,2,1
70630,1,1,1,0,2,0
100700,1,2,1,0,2,0
163220,1,3,1,0,3,0
13360,1,3,1,0,3,0
49890,1,2,1,1,3,1
90560,1,2,1,0,3,0
114920,1,2,1,1,2,1
138740,1,2,1,1,2,0
147820,1,2,1,0,2,1
216050,1,2,1,1,2,0
58830,1,1,1,0,2,0
79650,1,1,1,0,2,0
82230,1,2,1,0,2,0
175280,1,3,1,0,3,0
5850,1,3,1,0,3,0
9260,1,2,1,1,3,1
12910,1,2,1,0,3,0
86120,1,2,1,1,2,1
86230,1,2,1,1,2,0
94680,1,2,1,0,2,1
100720,1,2,1,1,2,0
103250,1,1,1,0,2,0
111750,1,1,1,0,2,0
115490,1,2,1,1,2,0
156090,1,3,1,0,2,1
36840,1,2,1,1,2,1
49860,1,1,1,1,2,1
91030,1,1,1,1,1,0
96300,1,2,1,1,3,0
118510,1,1,1,1,3,1
140240,1,3,0,0,2,0
66580,1,2,1,1,2,0
77740,1,1,1,1,2,0
87470,1,1,1,1,2,1
97670,1,2,0,1,3,0
104060,1,2,1,0,3,1
107110,1,3,1,0,2,0
110590,1,3,1,1,2,0
146740,1,1,1,1,2,1
148770,1,2,1,1,2,0
175140,1,2,1,0,2,1
185900,1,2,1,1,3,0
211910,1,2,1,1,3,0
1150,1,1,0,1,3,0
55710,1,1,1,1,3,1
71420,1,2,1,0,2,0
92150,1,3,1,1,2,0
93630,1,2,0,1,2,1
111280,1,1,1,0,2,0
132780,1,2,0,0,2,0
210500,1,3,0,0,3,0
142200,1,3,0,0,3,0
5920,1,2,1,1,3,1
5760,1,2,0,0,3,0
9000,1,2,0,1,2,1
10010,1,2,1,1,2,0
11370,1,2,1,0,2,1
12520,1,2,0,1,2,0
12870,1,1,1,0,2,0
15530,1,1,1,0,2,0
18250,1,2,0,0,2,0
19190,1,3,0,0,3,0
48180,1,3,0,0,3,0
51720,1,2,1,1,3,1
57550,1,2,0,0,3,0
62370,1,2,0,1,2,1
75200,1,2,1,1,2,0
83520,1,2,1,0,2,1
85060,1,2,0,1,2,0
85630,1,1,1,0,2,0
86670,1,1,1,0,2,0
88600,1,2,1,1,2,0
89110,1,3,1,0,2,1
89750,1,2,1,1,2,1
93000,1,1,1,1,2,1
102290,1,1,0,1,1,0
106490,1,2,1,1,3,0
106570,1,1,1,1,3,1
112080,1,3,0,0,2,0
112280,1,2,1,1,2,0
112600,1,1,1,1,2,0
121870,1,1,1,1,2,1
125480,1,2,0,1,3,0
132750,1,2,1,0,3,1
138390,1,3,1,0,2,0
138990,1,3,1,1,2,0
140880,1,1,1,1,2,1
148680,1,2,1,1,2,0
149350,1,2,1,0,2,1
151730,1,2,1,1,3,0
153430,1,2,1,1,3,0
157910,1,1,0,1,3,0
158420,1,1,1,1,3,1
158700,1,2,1,0,2,0
162380,1,3,1,1,2,0
166460,1,2,0,1,2,1
166790,1,1,1,0,2,0
169340,1,2,0,0,2,0
169900,1,3,0,0,3,0
169920,1,3,0,0,3,0
171690,1,2,1,1,3,1
174320,1,2,0,0,3,0
176090,1,2,0,1,2,1
176270,1,2,1,1,2,0
178040,1,2,1,0,2,1
183350,1,2,0,1,2,0
184360,1,1,1,0,2,0
195590,1,1,1,0,2,0
202340,1,2,0,0,2,0
213270,1,3,0,0,3,0
216020,1,3,0,0,3,0
217590,1,2,1,1,3,1
229180,1,2,0,0,3,0
230010,1,2,0,1,2,1
232050,1,2,1,1,2,0
232630,1,2,1,0,2,1
235210,1,2,0,1,2,0
235890,1,1,1,0,2,0
236440,1,1,1,0,2,0
250830,1,2,1,1,2,0
255180,1,3,1,0,2,1
257150,1,2,1,1,2,1
260540,1,1,1,1,2,1
261690,1,1,0,1,1,0
262260,1,2,1,1,3,0
262920,1,1,1,1,3,1
263080,1,3,0,0,2,0
263340,1,2,1,1,2,0
264200,1,1,1,1,2,0
14650,1,1,1,1,2,1
85930,1,2,0,1,3,0
87740,1,2,1,0,3,1
110550,1,3,1,0,2,0
139940,1,3,1,1,2,0
188770,1,1,1,1,2,1
25370,1,2,1,1,2,0
30820,1,2,1,0,2,1
96320,1,2,1,1,3,0
102280,1,2,1,1,3,0
105640,1,1,0,1,3,0
